HIERARCHY_ID,FATHER_HIERARCHY_LEVEL_NO,FATHER_STR_ID,FATHER_STR_REF,HIERARCHY_LEVEL_NO,STR_ID,STR_REF
SURVE,07,SURVS6L7,01003448,08,1717,00000186
SURVE,07,SURVS6L7,01003448,08,1718,00000194
SURVE,07,SURVS6L7,01003448,08,1719,00001819
SURVE,07,SURVS6L7,01003448,08,1720,00000181
SURVE,07,SURVS6L7,01003448,08,1733,00002107
SURVE,07,SURVS6L7,01003448,08,1734,00002117
SURVE,07,SURVS6L7,01003448,08,1735,01002298
SURVE,07,SURVS6L7,01003448,08,1737,01002225
SURVE,07,SURVS6L7,01003448,08,2402,00000195
SURVE,07,SURVS6L7,01003448,08,2404,00000188
SURVE,07,SURVS6L7,01003448,08,2408,00000176
SURVE,07,SURVS6L7,01003448,08,2412,00000171
SURVE,07,SURVS6L7,01003448,08,2417,01002978
SURVE,07,SURVS6L7,01003448,08,2420,01002979
SURVE,07,SURVS6L7,01003448,08,2439,00000152
SURVE,07,SURVS6L7,01003448,08,2440,00001821
SURVE,07,SURVS6L7,01003448,08,2442,00000150
SURVE,07,SURVS6L7,01003448,08,5404,01003691
SURVE,07,SURVS6L7,01003448,08,5410,01003697
SURVE,07,SURVS6L7,01003448,08,5411,01003696
SURVE,07,SURVS6L7,01003448,08,5412,01003699
SURVE,07,SURVS6L7,01003448,08,6324,01002313
SURVE,07,SURVS6L7,01003448,08,6325,01002315
SURVE,07,SURVS6L7,01003448,08,6327,01002318
SURVE,07,SURVS6L7,01003448,08,BELSIZE,01001917
SURVE,07,SURVS6L7,01003448,08,CEDCRTVSH,01000656
SURVE,07,SURVS6L7,01003448,08,CINNCRTVSH,01000654
SURVE,07,SURVS7L7,01003449,08,0301,00000240
SURVE,07,SURVS7L7,01003449,08,0303,01001534
SURVE,07,SURVS7L7,01003449,08,1701,00000221
SURVE,07,SURVS7L7,01003449,08,1703,00000200
SURVE,07,SURVS7L7,01003449,08,1705,00000178
SURVE,07,SURVS7L7,01003449,08,1714,00000199
SURVE,07,SURVS7L7,01003449,08,1715,01002281
SURVE,07,SURVS7L7,01003449,08,1739,01003180
SURVE,07,SURVS7L7,01003449,08,1902,00000273
SURVE,07,SURVS7L7,01003449,08,1907,00001820
SURVE,07,SURVS7L7,01003449,08,1924,00000250
SURVE,07,SURVS7L7,01003449,08,3410,01002969
SURVE,07,SURVS7L7,01003449,08,4001,00000197
SURVE,07,SURVS7L7,01003449,08,4002,00000108
SURVE,07,SURVS7L7,01003449,08,4003,01001541
SURVE,07,SURVS7L7,01003449,08,4080,00001678
SURVE,07,SURVS7L7,01003449,08,4407,01001411
SURVE,07,SURVS7L7,01003449,08,6338,01003100
SURVE,07,SURVS8L7,01003450,08,0302,01001531
SURVE,07,SURVS8L7,01003450,08,0304,01001536
SURVE,07,SURVS8L7,01003450,08,0305,01001539
SURVE,07,SURVS8L7,01003450,08,0306,01001540
SURVE,07,SURVS8L7,01003450,08,0308,01001545
SURVE,07,SURVS8L7,01003450,08,0309,01001544
SURVE,07,SURVS8L7,01003450,08,0310,01001546
SURVE,07,SURVS8L7,01003450,08,0311,01003014
SURVE,07,SURVS8L7,01003450,08,1601,00000254
SURVE,07,SURVS8L7,01003450,08,1602,00000259
SURVE,07,SURVS8L7,01003450,08,1603,00000257
SURVE,07,SURVS8L7,01003450,08,1604,00000285
SURVE,07,SURVS8L7,01003450,08,1605,00000241
SURVE,07,SURVS8L7,01003450,08,1606,01001543
SURVE,07,SURVS8L7,01003450,08,1607,01002593
SURVE,07,SURVS8L7,01003450,08,1608,01002796
SURVE,07,SURVS8L7,01003450,08,1609,00000272
SURVE,07,SURVS8L7,01003450,08,1614,01003690
SURVE,07,SURVS8L7,01003450,08,3406,00000280
SURVE,07,SURVS8L7,01003450,08,3407,00000242
SURVE,07,SURVS8L7,01003450,08,3411,01003106
SURVE,07,SURVS8L7,01003450,08,4601,00000275
SURVE,07,SURVS8L7,01003450,08,4607,00001831
SURVE,07,SURVS8L7,01003450,08,4608,01003193
SURVE,07,SURVS9L7,01003576,08,0102,00000239
SURVE,07,SURVS9L7,01003576,08,0107,00000225
SURVE,07,SURVS9L7,01003576,08,0109,01003025
SURVE,07,SURVS9L7,01003576,08,1103,00000252
SURVE,07,SURVS9L7,01003576,08,1217,01003711
SURVE,07,SURVS9L7,01003576,08,3601,00000233
SURVE,07,SURVS9L7,01003576,08,3602,00000261
SURVE,07,SURVS9L7,01003576,08,3603,00000226
SURVE,07,SURVS9L7,01003576,08,3605,00000255
SURVE,07,SURVS9L7,01003576,08,3608,00000268
SURVE,07,SURVS9L7,01003576,08,3617,01002345
SURVE,07,SURVS9L7,01003576,08,3680,00000264
